seq,competencia,arquivo_origem,pagina,data_movimento,codigo,origem_bc,natureza,especificacao,valor,saldo_apos
254,2026-03,03_2026.pdf,4,2026-03-03,0801,C,ENTRADA,002 - (801.1) Suprimento de Caixa - Cheque 85050,9900.00,55422.15
255,2026-03,03_2026.pdf,4,2026-03-16,0017,C,SAIDA,Referente ao pagtº- Nº 1579 referente a despesas com - banana prata penca - Para serem usados na cozinha da APLB.Araci-Ba - (17.16) HORTIFRUI SANTIAGO L J 2,22.28,55399.87
256,2026-03,03_2026.pdf,4,2026-03-16,0017,C,SAIDA,"Pagtº referente à compra de materiais de limpeza - leite leite lv betania zero lactose, iogurte natural-. _ NFC-e nº 164746 - para a sede da APLB/Araci (17.3) - RODIKSON ZAINER OLIVEIRA CARVALHO",15.80,55384.07
257,2026-03,03_2026.pdf,4,2026-03-17,0006,C,SAIDA,Referente a pgt. - nº - Compra de adaptador para carregador do notbook de Tiago na sede da APLB/ARACI-BA - Hamilton Almeida dos Santos,5.00,55379.07
258,2026-03,03_2026.pdf,4,2026-03-18,0904,C,SAIDA,"Referente a pgt. - nº 000.003.463 - materiais: MONITOR AOC LED E9 70SWHNL 18 ,5 HDMI VGA - da sede da APLB/ARACI-BA - (6.3) 2E TECNOLOGIA E SEGURANÇA ELETRONICA - MILLENIUM",449.00,54930.07
259,2026-03,03_2026.pdf,4,2026-03-18,0006,C,SAIDA,"Referente a pgt. - nº 000.003.464 - materiais: CABO USB IMPRESSORA KNUP KP - 5001 3M, REFIL TANQUE TINTA EPSON T544 PRETO- da sede da APLB/ARACI-BA - (6.3) 2E TECNOLOGIA E SEGURANÇA ELETRONICA - MILLENIUM",77.90,54852.17
260,2026-03,03_2026.pdf,4,2026-03-19,0013,C,SAIDA,Pagtº referente - nº 035362 - água galão para ser usada na sede da APLB - Delegacia do Sisal/Araci-BA - da APLB - (251.17) - DISK GELADO,9.00,54843.17
261,2026-03,03_2026.pdf,4,2026-03-19,0021,C,SAIDA,Referente a pgt. - - Serviços de manutenção corretiva de impressora da sede da sede da APLB/ARACI-BA - (21.4) MATEUS HENRIQUE NASCIMENTO SOUSA,100.00,54743.17
262,2026-03,03_2026.pdf,4,2026-03-20,0012,C,SAIDA,Pagtº referente a seviços prestados na manutenção/conserto do veiculo da APLB - Delogacia Sindical do Sisal de Aracii/BA - MARCIO R. DE MOURA,700.00,54043.17
263,2026-03,03_2026.pdf,5,2026-03-20,0916,C,SAIDA,"Pagtº referente a - pelos serviços prestados na limpeza e manutenção dos dois espaços, casa e Bar no CTR espaço de Eventos da APLB Sindicaato - Delegacia do Sisal/Araci-Ba - (8.1) - CPF 777.576.295-00 (8.1) - MARIA DA CONCEIÇÃO MIRANDA DA ANUNCIAÇÃO",40.00,54003.17
264,2026-03,03_2026.pdf,5,2026-03-23,0904,C,SAIDA,Referente ao pagtº - NFC-e 000039078 - Cadeira Diretor QZY2501E2 - parcela da prestação 4/6 referencia do carnê 76820. Para escritório da Sede da APLB Sindicato - Delegacia do Sisal/Araci-BA. - (904.1) ELETRODOMESTICO CAMILA,313.00,53690.17
265,2026-03,03_2026.pdf,5,2026-03-23,0904,C,SAIDA,"Referente ao pagtº - NFC-e 000.001.144 - uma Cadeira Diretor QZY2501E2, dois BEB. ESMALTEC EGC35B BR.220V (COLUNA) - compra parcelada em 6 vezes com entrada de R$ 500,00 ficando assim com 6 parcelas de R$ 335,00 para serem pagas por mes - parcela 1/6 - Delegacia do Sisal/Araci-BA. - (904.1) ELETRODOMESTICO CAMILA",335.00,53355.17
266,2026-03,03_2026.pdf,5,2026-03-24,0017,C,SAIDA,"Pagtº referente à compra de materiais de limpeza - biscoito marilan, café kimino, bebida l samp. - _ NFC-e nº 165112 - para a sede da APLB/Araci (17.3) - RODIKSON ZAINER OLIVEIRA CARVALHO",57.60,53297.57
267,2026-03,03_2026.pdf,5,2026-03-24,0017,C,SAIDA,"Pagtº referente - nº 78683 - goiaba, banana - para ser usados na sede da APLB - Delegacia do Sisal/Araci-BA (251.3) PAULIMAGNO CERQUEIRA BRITO",13.30,53284.27
268,2026-03,03_2026.pdf,5,2026-03-25,0017,C,SAIDA,Pgtº referente - Nota Fiscal nº 1044436 - a compra de - açúcar para a cozinha da sede da APLB - Compre Facil Supermecado LTDA,12.00,53272.27
269,2026-03,03_2026.pdf,5,2026-03-26,0017,C,SAIDA,"Pagtº referente à compra de materiais de limpeza - bebida l sampa, pao bisnaguinha. - _ NFC- e nº 165226 - para a sede da APLB/Araci (17.3) - RODIKSON ZAINER OLIVEIRA CARVALHO",14.00,53258.27
270,2026-03,03_2026.pdf,5,2026-03-27,0014,C,SAIDA,"Referente ao pagtº de serviços prestados de mototaxista, moto placa JSN 5030 para realizar serviços da tesouraria da APLB - (14.2) JUAREZ SILVA DA CRUZ",42.00,53216.27
271,2026-03,03_2026.pdf,5,2026-03-27,0008,C,SAIDA,Pagtº referente a - salários proporcional - pelos serviços prestados na limpeza/ organização Sede da APLB Sindicaato - Delegacia do Sisal/Araci-Ba - 03/2026 - CPF 777.576.295-00 (8.1) - MARIA DA CONCEIÇÃO MIRANDA DA ANUNCIAÇÃO,810.50,52405.77
272,2026-03,03_2026.pdf,5,2026-03-27,0506,C,SAIDA,Referente ao pagtº de abastecimento com gasolina de Carro - NFC-e nº 00001933 -. Diretores da APLB que foram para eventos do CONSELHO GERAL DA APLB. POSTO PAYAYA,213.00,52192.77
273,2026-03,03_2026.pdf,5,2026-03-27,0506,C,SAIDA,Referente ao pagtº de alimentos para Diretores da APLB que foram para eventos do CONSELHO GERAL DA APLB. RESTAURANTE & LANCHONETE GAROTO,10.00,52182.77
274,2026-03,03_2026.pdf,5,2026-03-30,0908,C,SAIDA,Referente ao pagtº - NFC-e 42903 - compra de 4 cadeados para colocar nas cancelas do alambrado do Espaço de Eventos da APLB - Delegacia do Sisal/Araci-BA. - (904.1) ELETRODOMESTICO CAMILA,60.00,52122.77
275,2026-03,03_2026.pdf,5,2026-03-31,0906,C,SAIDA,"Pagtº referente a serviços prestados -Servente-, referente ao mês de 03/2026 mais o 1/3 de férias, adiantamento de férias, no terreno do CTR da APLB/Araci - (906.2) ROBISON PEREIRA DOS SANTOS",1495.00,50627.77
276,2026-03,03_2026.pdf,5,2026-03-31,0906,C,SAIDA,PREST. SERV. CONST. / CTR - AJUDA DE CUSTO COMBUSTÍVEL 03/2026 - (906.2) ROBISON PEREIRA DOS SANTOS,100.00,50527.77
277,2026-03,03_2026.pdf,5,2026-03-31,0906,C,SAIDA,"Pagtº referente a serviços prestados - Servente -, referente ao mês de 03/2026, no terreno do CTR da APLB/Araci - (906.1) CPF868.458.025-72 (906.1) DERMEVAL JESUS DO NASCIMENTO",1701.03,48826.74
278,2026-03,03_2026.pdf,5,2026-03-31,0906,C,SAIDA,0906-PREST. SERV. CONST. / CTR - AJUDA DE CUSTO COMBUSTÍVEL 03/2026 CPF 868.458.025-72 - (906.1) CPF868.458.025-72 (906.1) DERMEVAL JESUS DO NASCIMENTO,100.00,48726.74
279,2026-03,03_2026.pdf,6,2026-03-31,0906,C,SAIDA,"Pagtº referente a serviços prestados -Pedreiro-, referente ao mês de 03/2026, no terreno do CTR da APLB/Araci Ba - CPF 005.201.895-40 (906.3) GILDAZIO SALVADOR DAS NEVES",2383.00,46343.74
280,2026-03,03_2026.pdf,6,2026-03-31,0906,C,SAIDA,PREST. SERV. CONST. / CTR - AJUDA DE CUSTO COMBUSTÍVEL 3/2026 - (906.3) GILDÁSIO SALVADOR DAS NEVES,100.00,46243.74
281,2026-03,03_2026.pdf,6,2026-03-31,0802,C,SAIDA,Pagtº referente a despesas com -RESARCIMENTO/GRATIFICAÇÃO- de auxílio rural - 03/2026 - (802.2) TIAGO SANTIAGO DE CARVALHO,799.00,45444.74
